CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,student_profile
5.506,html/css,cybersecurity,Cybersecurity Analyst,26.0,Other,Chennai,MCA,Mechanical,Working Professional,time management,Kannada,gcp  aws,Remote,Analytical,Internship at XYZ,Published Paper,leadership,No,html/css cybersecurity time management gcp  aws leadership
6.834999999999999,c++,data science,Business Analyst,21.0,Male,Pune,10th,Commerce,Working Professional,communication  time management  creativity,"Tamil, English",aws  azure,Remote,Analytical,Freelance Project,Published Paper,leadership,Yes,c++ data science communication  time management  creativity aws  azure leadership
9.733,node.js  c++  react,management,Project Manager,26.0,Male,Hyderabad,12th,Mechanical,Student,time management,Marathi,unknown,Field Work,Analytical,Research Assistant,Unknown,problem solving,No,node.js  c++  react management time management unknown problem solving
7.508,python  javascript  sql,data science,Business Analyst,26.0,Other,Chennai,10th,Civil,Student,leadership  time management,"Hindi, Tamil",unknown,Office,Technical,Part-time Job,Top Performer,programming,No,python  javascript  sql data science leadership  time management unknown programming
7.826,sql,software development,Backend Developer,30.0,Female,Pune,M.Tech,CSE,Graduate,problem solving  creativity  teamwork,Telugu,unknown,Office,Technical,Startup Experience,Awarded Best Project,data analysis,No,sql software development problem solving  creativity  teamwork unknown data analysis
5.081,sql  java,marketing,SEO Analyst,30.0,Male,Mumbai,12th,Mechanical,Graduate,time management  communication,Kannada,gcp,Field Work,Creative,Research Assistant,Employee of the Month,problem solving,No,sql  java marketing time management  communication gcp problem solving
6.645999999999999,python,management,Business Manager,21.0,Male,Delhi,B.Sc,Commerce,Student,creativity,Hindi,data science  gcp,Hybrid,Technical,Unknown,Unknown,programming,Yes,python management creativity data science  gcp programming
6.802,sql  node.js  javascript,marketing,Marketing Executive,25.0,Male,Amalapuram,M.Sc,Mechanical,Student,creativity,"Kannada, English",azure,Hybrid,Analytical,Freelance Project,Unknown,problem solving,No,sql  node.js  javascript marketing creativity azure problem solving
8.972,javascript  java,management,Project Manager,18.0,Other,Chennai,10th,CSE,Working Professional,problem solving,Marathi,gcp  full stack development,Field Work,Technical,Internship at XYZ,Top Performer,programming,No,javascript  java management problem solving gcp  full stack development programming
7.938,c++,management,Operations Manager,24.0,Other,Delhi,12th,ECE,Working Professional,time management,Kannada,unknown,Hybrid,Creative,Research Assistant,Awarded Best Project,leadership,Yes,c++ management time management unknown leadership
8.11,python  data analysis,data science,Data Scientist,27.0,Female,Amalapuram,MBA,Mechanical,Working Professional,communication,Marathi,unknown,Office,Creative,Research Assistant,Published Paper,problem solving,No,python  data analysis data science communication unknown problem solving
7.715999999999999,html/css,management,Operations Manager,28.0,Male,Vizag,MBA,IT,Student,communication  leadership,"Marathi, Kannada",gcp,Hybrid,Creative,Research Assistant,Hackathon Winner,project management,Yes,html/css management communication  leadership gcp project management
7.851999999999999,node.js  sql  c++,design,UI/UX Designer,29.0,Other,Bangalore,M.Tech,ECE,Graduate,leadership,Marathi,unknown,Hybrid,Creative,Research Assistant,Top Performer,data analysis,Yes,node.js  sql  c++ design leadership unknown data analysis
7.034999999999999,sql,data science,Data Analyst,26.0,Other,Hyderabad,10th,Commerce,Student,problem solving  leadership,Marathi,unknown,Office,Social,Research Assistant,Top Performer,project management,Yes,sql data science problem solving  leadership unknown project management
7.081999999999999,java  node.js,design,UI/UX Designer,27.0,Other,Pune,MCA,Mechanical,Student,teamwork  communication,Telugu,unknown,Office,Social,Freelance Project,Unknown,programming,No,java  node.js design teamwork  communication unknown programming
8.522,c++  react  html/css,marketing,Marketing Executive,18.0,Male,Delhi,M.Tech,IT,Working Professional,time management  leadership  creativity,Hindi,unknown,Hybrid,Social,Research Assistant,Top Performer,teamwork,Yes,c++  react  html/css marketing time management  leadership  creativity unknown teamwork
8.554,node.js  html/css,software development,Backend Developer,29.0,Female,Chennai,12th,EEE,Graduate,time management  problem solving  teamwork,Hindi,unknown,Office,Analytical,Research Assistant,Employee of the Month,leadership,No,node.js  html/css software development time management  problem solving  teamwork unknown leadership
6.999,sql  c++  node.js,data science,Data Analyst,28.0,Male,Chennai,M.Sc,CSE,Graduate,problem solving,"Hindi, English",unknown,Office,Creative,Research Assistant,Awarded Best Project,leadership,No,sql  c++  node.js data science problem solving unknown leadership
8.924,javascript  python,marketing,Marketing Executive,26.0,Female,Pune,12th,ECE,Student,leadership,Telugu,unknown,Field Work,Social,Startup Experience,Hackathon Winner,teamwork,No,javascript  python marketing leadership unknown teamwork
5.189,javascript  data analysis  c++,cybersecurity,Cybersecurity Analyst,23.0,Female,Vizag,B.Sc,IT,Graduate,time management,English,azure  data science,Field Work,Creative,Unknown,Published Paper,teamwork,No,javascript  data analysis  c++ cybersecurity time management azure  data science teamwork
6.861,python  c++,management,Business Manager,20.0,Other,Bangalore,MCA,Civil,Graduate,communication  creativity  teamwork,Marathi,full stack development,Field Work,Technical,Unknown,Top Performer,teamwork,No,python  c++ management communication  creativity  teamwork full stack development teamwork
9.798,node.js,ai/ml,Deep Learning Engineer,20.0,Male,Amalapuram,B.Tech,Civil,Graduate,time management  teamwork,"Telugu, Kannada",machine learning  azure,Remote,Analytical,Startup Experience,Awarded Best Project,teamwork,Yes,node.js ai/ml time management  teamwork machine learning  azure teamwork
8.036,node.js,cybersecurity,Ethical Hacker,23.0,Male,Bangalore,12th,Civil,Graduate,creativity,"Tamil, Kannada",unknown,Remote,Creative,Research Assistant,Unknown,programming,No,node.js cybersecurity creativity unknown programming
9.945,sql  node.js,marketing,SEO Analyst,20.0,Male,Vizag,12th,IT,Graduate,problem solving,"Telugu, Hindi",gcp  aws,Office,Technical,Part-time Job,Hackathon Winner,project management,Yes,sql  node.js marketing problem solving gcp  aws project management
6.590999999999999,html/css  python  sql,management,Project Manager,29.0,Female,Pune,B.Sc,IT,Working Professional,communication  problem solving  creativity,Marathi,data science,Hybrid,Creative,Research Assistant,Awarded Best Project,teamwork,No,html/css  python  sql management communication  problem solving  creativity data science teamwork
9.8,javascript  java,software development,Full Stack Developer,19.0,Female,Hyderabad,12th,CSE,Student,communication  leadership,"Hindi, English",unknown,Hybrid,Technical,Research Assistant,Employee of the Month,teamwork,No,javascript  java software development communication  leadership unknown teamwork
8.156,react  html/css,management,Operations Manager,25.0,Other,Chennai,12th,Commerce,Graduate,time management  leadership  problem solving,Tamil,gcp  python,Office,Technical,Freelance Project,Top Performer,project management,Yes,react  html/css management time management  leadership  problem solving gcp  python project management
6.0920000000000005,javascript  java  data analysis,data science,Data Scientist,25.0,Male,Hyderabad,MBA,CSE,Graduate,communication  leadership,"Tamil, Marathi",data science,Hybrid,Social,Freelance Project,Awarded Best Project,programming,No,javascript  java  data analysis data science communication  leadership data science programming
8.451,react  python,software development,Frontend Developer,23.0,Other,Pune,10th,Civil,Graduate,time management  teamwork  creativity,"English, Hindi",gcp,Remote,Technical,Internship at XYZ,Awarded Best Project,problem solving,No,react  python software development time management  teamwork  creativity gcp problem solving
9.69,html/css  javascript,cybersecurity,Security Engineer,27.0,Other,Chennai,12th,Commerce,Graduate,problem solving  creativity,Marathi,unknown,Field Work,Creative,Startup Experience,Top Performer,programming,Yes,html/css  javascript cybersecurity problem solving  creativity unknown programming
8.806999999999999,data analysis  html/css  python,data science,Data Scientist,24.0,Female,Vizag,10th,EEE,Student,leadership  teamwork,"Telugu, Hindi",python  aws,Office,Analytical,Research Assistant,Awarded Best Project,problem solving,Yes,data analysis  html/css  python data science leadership  teamwork python  aws problem solving
8.653,react,marketing,Marketing Executive,19.0,Other,Pune,MCA,EEE,Student,creativity,Kannada,gcp  azure,Hybrid,Analytical,Freelance Project,Awarded Best Project,teamwork,Yes,react marketing creativity gcp  azure teamwork
8.649,html/css  sql  data analysis,ai/ml,Deep Learning Engineer,19.0,Female,Mumbai,M.Sc,Civil,Student,leadership  time management  communication,"English, Marathi",gcp  full stack development,Office,Technical,Unknown,Awarded Best Project,data analysis,Yes,html/css  sql  data analysis ai/ml leadership  time management  communication gcp  full stack development data analysis
9.948,python,management,Business Manager,21.0,Female,Amalapuram,B.Tech,EEE,Working Professional,time management,"English, Telugu",machine learning,Field Work,Analytical,Part-time Job,Top Performer,teamwork,Yes,python management time management machine learning teamwork
5.684,python  c++,design,UI/UX Designer,20.0,Female,Hyderabad,B.Tech,IT,Student,problem solving,Hindi,unknown,Office,Creative,Research Assistant,Unknown,teamwork,No,python  c++ design problem solving unknown teamwork
6.315,node.js,software development,Full Stack Developer,27.0,Female,Delhi,MCA,Commerce,Graduate,problem solving,"Marathi, Hindi",azure  machine learning,Office,Analytical,Unknown,Published Paper,data analysis,No,node.js software development problem solving azure  machine learning data analysis
8.28,sql  python,management,Business Manager,23.0,Other,Hyderabad,B.Tech,CSE,Student,creativity,Kannada,unknown,Field Work,Social,Research Assistant,Published Paper,data analysis,No,sql  python management creativity unknown data analysis
9.461,react  node.js,software development,Frontend Developer,28.0,Other,Pune,M.Tech,CSE,Student,teamwork  creativity,"English, Tamil",python,Office,Technical,Startup Experience,Awarded Best Project,programming,No,react  node.js software development teamwork  creativity python programming
8.984,data analysis  sql,cybersecurity,Security Engineer,30.0,Female,Mumbai,MCA,BBA,Working Professional,time management  creativity  leadership,Telugu,aws  azure,Remote,Analytical,Freelance Project,Unknown,teamwork,Yes,data analysis  sql cybersecurity time management  creativity  leadership aws  azure teamwork
8.633,html/css  sql,design,Graphic Designer,26.0,Other,Pune,MBA,Civil,Student,problem solving  leadership  teamwork,Kannada,python,Field Work,Social,Freelance Project,Published Paper,problem solving,Yes,html/css  sql design problem solving  leadership  teamwork python problem solving
7.840000000000001,node.js  python,design,Graphic Designer,18.0,Male,Bangalore,10th,Commerce,Working Professional,teamwork  creativity,Hindi,unknown,Remote,Analytical,Freelance Project,Published Paper,project management,No,node.js  python design teamwork  creativity unknown project management
5.898,data analysis  sql,software development,Frontend Developer,25.0,Other,Bangalore,B.Tech,EEE,Graduate,communication  time management,"Kannada, Tamil",gcp  data science,Remote,Social,Unknown,Hackathon Winner,leadership,Yes,data analysis  sql software development communication  time management gcp  data science leadership
9.434,sql  python  c++,ai/ml,Deep Learning Engineer,21.0,Male,Bangalore,12th,Commerce,Student,time management  communication  creativity,Tamil,unknown,Remote,Analytical,Internship at XYZ,Published Paper,leadership,No,sql  python  c++ ai/ml time management  communication  creativity unknown leadership
8.595,html/css  sql,cybersecurity,Security Engineer,30.0,Male,Mumbai,B.Sc,ECE,Student,problem solving  time management  teamwork,Kannada,azure,Remote,Technical,Freelance Project,Unknown,problem solving,Yes,html/css  sql cybersecurity problem solving  time management  teamwork azure problem solving
7.334999999999999,react  sql  html/css,software development,Full Stack Developer,30.0,Female,Pune,MBA,Civil,Working Professional,leadership  time management  problem solving,Telugu,azure  gcp,Hybrid,Technical,Part-time Job,Unknown,project management,No,react  sql  html/css software development leadership  time management  problem solving azure  gcp project management
9.921,react,cybersecurity,Cybersecurity Analyst,29.0,Male,Mumbai,M.Sc,Mechanical,Student,communication,English,unknown,Remote,Analytical,Freelance Project,Employee of the Month,teamwork,No,react cybersecurity communication unknown teamwork
8.845,react  sql,cybersecurity,Cybersecurity Analyst,26.0,Male,Amalapuram,B.Sc,IT,Graduate,leadership  teamwork,"Hindi, Tamil",python,Remote,Creative,Part-time Job,Unknown,problem solving,No,react  sql cybersecurity leadership  teamwork python problem solving
6.504,python  node.js,management,Project Manager,18.0,Male,Hyderabad,MBA,EEE,Working Professional,creativity  communication,"Telugu, English",aws,Field Work,Technical,Research Assistant,Published Paper,data analysis,Yes,python  node.js management creativity  communication aws data analysis
7.886,c++,management,Project Manager,30.0,Male,Pune,M.Sc,BBA,Working Professional,leadership  time management  communication,Kannada,machine learning,Office,Creative,Part-time Job,Top Performer,programming,No,c++ management leadership  time management  communication machine learning programming
6.5840000000000005,java  javascript,cybersecurity,Security Engineer,25.0,Other,Mumbai,B.Tech,ECE,Graduate,creativity  leadership  problem solving,"Kannada, Tamil",unknown,Remote,Analytical,Part-time Job,Published Paper,teamwork,Yes,java  javascript cybersecurity creativity  leadership  problem solving unknown teamwork
6.559,react  javascript  data analysis,software development,Frontend Developer,21.0,Male,Vizag,M.Tech,CSE,Working Professional,time management  communication  leadership,"Kannada, Marathi",full stack development,Remote,Social,Startup Experience,Employee of the Month,data analysis,No,react  javascript  data analysis software development time management  communication  leadership full stack development data analysis
8.607,data analysis  c++  html/css,management,Business Manager,28.0,Male,Bangalore,12th,CSE,Student,leadership  teamwork,"English, Marathi",python,Hybrid,Analytical,Research Assistant,Top Performer,teamwork,No,data analysis  c++  html/css management leadership  teamwork python teamwork
5.029999999999999,c++,marketing,Marketing Executive,24.0,Male,Bangalore,B.Sc,BBA,Working Professional,communication  teamwork,"Marathi, Kannada",unknown,Remote,Technical,Freelance Project,Unknown,project management,Yes,c++ marketing communication  teamwork unknown project management
6.877,data analysis  c++  python,data science,Data Scientist,22.0,Male,Hyderabad,10th,Mechanical,Graduate,teamwork,"Tamil, Marathi",full stack development  machine learning,Field Work,Technical,Freelance Project,Employee of the Month,teamwork,Yes,data analysis  c++  python data science teamwork full stack development  machine learning teamwork
9.189,java  react  python,marketing,Digital Marketing Specialist,20.0,Female,Hyderabad,10th,Civil,Graduate,teamwork  time management,"Marathi, Tamil",gcp  data science,Field Work,Technical,Freelance Project,Published Paper,problem solving,Yes,java  react  python marketing teamwork  time management gcp  data science problem solving
5.926,sql,design,Product Designer,23.0,Other,Pune,12th,EEE,Student,communication  problem solving  time management,Tamil,azure,Office,Analytical,Research Assistant,Hackathon Winner,project management,Yes,sql design communication  problem solving  time management azure project management
8.792,sql  node.js  java,marketing,Digital Marketing Specialist,24.0,Other,Delhi,B.Sc,Civil,Student,time management  leadership,Tamil,full stack development,Office,Creative,Unknown,Awarded Best Project,project management,No,sql  node.js  java marketing time management  leadership full stack development project management
5.247999999999999,data analysis,marketing,Digital Marketing Specialist,25.0,Male,Vizag,M.Sc,Civil,Student,leadership  problem solving  communication,"Marathi, Hindi",full stack development  data science,Office,Social,Research Assistant,Unknown,project management,Yes,data analysis marketing leadership  problem solving  communication full stack development  data science project management
9.69,javascript,data science,Business Analyst,22.0,Female,Bangalore,M.Tech,Mechanical,Student,leadership,"Marathi, Tamil",azure  data science,Remote,Social,Part-time Job,Employee of the Month,teamwork,No,javascript data science leadership azure  data science teamwork
5.902,javascript,software development,Backend Developer,30.0,Other,Amalapuram,M.Sc,ECE,Graduate,time management  teamwork,"English, Marathi",data science  machine learning,Office,Technical,Startup Experience,Unknown,teamwork,No,javascript software development time management  teamwork data science  machine learning teamwork
9.245,data analysis  javascript,ai/ml,Machine Learning Engineer,19.0,Female,Vizag,10th,CSE,Graduate,time management  teamwork  problem solving,Telugu,azure,Hybrid,Technical,Unknown,Awarded Best Project,teamwork,No,data analysis  javascript ai/ml time management  teamwork  problem solving azure teamwork
7.004,node.js  sql,ai/ml,Machine Learning Engineer,21.0,Male,Bangalore,MCA,Mechanical,Graduate,creativity  time management  problem solving,Marathi,full stack development  python,Field Work,Technical,Part-time Job,Awarded Best Project,teamwork,No,node.js  sql ai/ml creativity  time management  problem solving full stack development  python teamwork
6.889,python  html/css,ai/ml,AI Researcher,28.0,Male,Amalapuram,MBA,Civil,Student,problem solving,Tamil,full stack development,Field Work,Analytical,Freelance Project,Top Performer,teamwork,Yes,python  html/css ai/ml problem solving full stack development teamwork
9.636,react  node.js,data science,Data Scientist,19.0,Other,Amalapuram,B.Sc,BBA,Working Professional,creativity  communication,Telugu,unknown,Field Work,Creative,Research Assistant,Hackathon Winner,leadership,No,react  node.js data science creativity  communication unknown leadership
9.364,react  javascript  python,design,UI/UX Designer,24.0,Male,Pune,M.Tech,Mechanical,Graduate,teamwork,English,machine learning  data science,Field Work,Analytical,Part-time Job,Hackathon Winner,teamwork,No,react  javascript  python design teamwork machine learning  data science teamwork
8.664,data analysis  node.js  c++,marketing,Marketing Executive,30.0,Other,Hyderabad,10th,CSE,Working Professional,creativity,Hindi,data science,Hybrid,Social,Research Assistant,Employee of the Month,programming,No,data analysis  node.js  c++ marketing creativity data science programming
9.963,python  sql  java,data science,Data Scientist,26.0,Female,Chennai,MCA,IT,Student,time management  problem solving  creativity,"Hindi, Kannada",unknown,Field Work,Creative,Unknown,Employee of the Month,project management,Yes,python  sql  java data science time management  problem solving  creativity unknown project management
5.4030000000000005,html/css,data science,Business Analyst,29.0,Other,Hyderabad,B.Tech,Commerce,Working Professional,communication  leadership,Marathi,unknown,Hybrid,Social,Startup Experience,Awarded Best Project,teamwork,No,html/css data science communication  leadership unknown teamwork
9.367,html/css,software development,Backend Developer,19.0,Male,Mumbai,12th,Commerce,Working Professional,problem solving  time management,"Kannada, Tamil",unknown,Hybrid,Technical,Research Assistant,Unknown,data analysis,No,html/css software development problem solving  time management unknown data analysis
8.211,html/css  sql  node.js,management,Business Manager,24.0,Female,Chennai,B.Sc,ECE,Student,leadership  problem solving  time management,"English, Telugu",unknown,Remote,Creative,Internship at XYZ,Hackathon Winner,data analysis,Yes,html/css  sql  node.js management leadership  problem solving  time management unknown data analysis
8.1,python,cybersecurity,Security Engineer,24.0,Male,Hyderabad,M.Sc,Commerce,Working Professional,creativity  communication,Kannada,aws,Hybrid,Analytical,Unknown,Employee of the Month,problem solving,No,python cybersecurity creativity  communication aws problem solving
8.637,sql  javascript,software development,Full Stack Developer,26.0,Male,Chennai,12th,Mechanical,Working Professional,time management  problem solving,Telugu,gcp  aws,Hybrid,Social,Unknown,Employee of the Month,leadership,No,sql  javascript software development time management  problem solving gcp  aws leadership
8.514,c++,marketing,Digital Marketing Specialist,18.0,Male,Chennai,MBA,Commerce,Graduate,teamwork  communication,"Tamil, English",azure,Hybrid,Analytical,Startup Experience,Published Paper,project management,No,c++ marketing teamwork  communication azure project management
8.793000000000001,java,data science,Data Scientist,21.0,Male,Hyderabad,10th,IT,Graduate,creativity,"Tamil, Marathi",full stack development,Office,Creative,Research Assistant,Published Paper,data analysis,No,java data science creativity full stack development data analysis
5.95,node.js  html/css  sql,management,Project Manager,28.0,Female,Delhi,B.Tech,EEE,Working Professional,leadership,English,gcp,Hybrid,Social,Research Assistant,Top Performer,leadership,Yes,node.js  html/css  sql management leadership gcp leadership
5.202,data analysis  sql,software development,Full Stack Developer,20.0,Other,Hyderabad,MBA,Civil,Working Professional,creativity,Marathi,python,Field Work,Social,Startup Experience,Awarded Best Project,programming,No,data analysis  sql software development creativity python programming
7.843000000000001,html/css  node.js,management,Project Manager,20.0,Other,Amalapuram,B.Tech,EEE,Student,creativity  communication  leadership,"English, Tamil",full stack development  data science,Office,Social,Research Assistant,Top Performer,leadership,No,html/css  node.js management creativity  communication  leadership full stack development  data science leadership
7.515000000000001,java  data analysis  c++,management,Business Manager,23.0,Male,Delhi,B.Sc,ECE,Working Professional,creativity  time management,Telugu,unknown,Hybrid,Analytical,Internship at XYZ,Published Paper,teamwork,No,java  data analysis  c++ management creativity  time management unknown teamwork
6.473000000000001,data analysis  sql,management,Business Manager,29.0,Other,Pune,MBA,IT,Graduate,time management  communication,Hindi,machine learning,Remote,Technical,Startup Experience,Employee of the Month,programming,No,data analysis  sql management time management  communication machine learning programming
9.886,javascript,marketing,SEO Analyst,18.0,Other,Delhi,MBA,CSE,Graduate,teamwork  problem solving  communication,"Kannada, Tamil",unknown,Remote,Technical,Startup Experience,Hackathon Winner,problem solving,Yes,javascript marketing teamwork  problem solving  communication unknown problem solving
5.328,html/css  c++,ai/ml,Machine Learning Engineer,22.0,Male,Pune,M.Sc,ECE,Graduate,teamwork  time management  creativity,"Telugu, Kannada",azure  machine learning,Hybrid,Social,Freelance Project,Employee of the Month,teamwork,Yes,html/css  c++ ai/ml teamwork  time management  creativity azure  machine learning teamwork
6.335,javascript  html/css,design,Product Designer,27.0,Male,Vizag,12th,Civil,Graduate,problem solving,Hindi,unknown,Office,Creative,Part-time Job,Published Paper,data analysis,No,javascript  html/css design problem solving unknown data analysis
6.325,c++  sql,data science,Data Scientist,20.0,Female,Pune,10th,ECE,Student,time management  leadership  problem solving,Kannada,full stack development  aws,Remote,Technical,Startup Experience,Top Performer,leadership,Yes,c++  sql data science time management  leadership  problem solving full stack development  aws leadership
6.57,python  react,marketing,Marketing Executive,29.0,Female,Amalapuram,MCA,EEE,Graduate,time management  leadership,Hindi,aws  gcp,Hybrid,Technical,Research Assistant,Awarded Best Project,problem solving,No,python  react marketing time management  leadership aws  gcp problem solving
5.93,html/css  java,data science,Data Analyst,24.0,Other,Pune,MCA,ECE,Student,teamwork  creativity  time management,Kannada,gcp,Remote,Social,Freelance Project,Awarded Best Project,project management,Yes,html/css  java data science teamwork  creativity  time management gcp project management
8.758,html/css  java,ai/ml,AI Researcher,25.0,Male,Delhi,10th,Civil,Working Professional,problem solving,"Kannada, Tamil",unknown,Field Work,Technical,Freelance Project,Published Paper,data analysis,No,html/css  java ai/ml problem solving unknown data analysis
8.653,sql,cybersecurity,Security Engineer,19.0,Other,Amalapuram,M.Tech,IT,Working Professional,problem solving,Marathi,unknown,Hybrid,Technical,Internship at XYZ,Published Paper,programming,Yes,sql cybersecurity problem solving unknown programming
6.871,html/css  java  node.js,marketing,Marketing Executive,22.0,Female,Mumbai,12th,BBA,Student,time management  creativity  communication,Kannada,unknown,Office,Social,Internship at XYZ,Employee of the Month,problem solving,No,html/css  java  node.js marketing time management  creativity  communication unknown problem solving
6.29,java  javascript,ai/ml,Machine Learning Engineer,29.0,Other,Amalapuram,12th,Mechanical,Student,problem solving  leadership,Hindi,full stack development  aws,Office,Creative,Internship at XYZ,Top Performer,programming,No,java  javascript ai/ml problem solving  leadership full stack development  aws programming
9.886,react  sql  java,software development,Frontend Developer,28.0,Female,Amalapuram,B.Tech,BBA,Graduate,leadership  communication  teamwork,"Marathi, Kannada",gcp,Hybrid,Social,Research Assistant,Awarded Best Project,data analysis,Yes,react  sql  java software development leadership  communication  teamwork gcp data analysis
6.315,c++,ai/ml,Machine Learning Engineer,24.0,Female,Amalapuram,M.Tech,EEE,Working Professional,creativity  problem solving,"Tamil, Telugu",aws  machine learning,Field Work,Creative,Freelance Project,Top Performer,data analysis,Yes,c++ ai/ml creativity  problem solving aws  machine learning data analysis
5.720000000000001,c++  java  node.js,data science,Business Analyst,29.0,Other,Mumbai,MBA,EEE,Student,communication  problem solving,"Hindi, Marathi",unknown,Hybrid,Creative,Research Assistant,Top Performer,programming,No,c++  java  node.js data science communication  problem solving unknown programming
9.766,c++,management,Business Manager,22.0,Female,Amalapuram,MCA,Commerce,Working Professional,time management  problem solving,Telugu,full stack development,Field Work,Creative,Unknown,Awarded Best Project,project management,No,c++ management time management  problem solving full stack development project management
6.85,python,management,Business Manager,23.0,Male,Mumbai,MBA,ECE,Graduate,problem solving  leadership,"Tamil, Marathi",data science  full stack development,Remote,Technical,Internship at XYZ,Published Paper,data analysis,No,python management problem solving  leadership data science  full stack development data analysis
8.239,c++  javascript,software development,Full Stack Developer,26.0,Other,Bangalore,M.Sc,ECE,Graduate,problem solving  time management  communication,"Marathi, Kannada",unknown,Office,Creative,Unknown,Unknown,data analysis,Yes,c++  javascript software development problem solving  time management  communication unknown data analysis
5.557,html/css,cybersecurity,Security Engineer,21.0,Female,Pune,12th,Mechanical,Student,problem solving  teamwork  communication,Tamil,unknown,Field Work,Social,Freelance Project,Unknown,data analysis,No,html/css cybersecurity problem solving  teamwork  communication unknown data analysis
6.970999999999999,data analysis  sql  python,software development,Frontend Developer,29.0,Female,Amalapuram,10th,EEE,Student,communication  time management  teamwork,"Hindi, Telugu",python,Hybrid,Creative,Unknown,Employee of the Month,leadership,No,data analysis  sql  python software development communication  time management  teamwork python leadership
6.864,data analysis  java,software development,Full Stack Developer,24.0,Male,Pune,12th,CSE,Student,problem solving  communication  creativity,"Hindi, English",azure,Office,Creative,Internship at XYZ,Top Performer,project management,Yes,data analysis  java software development problem solving  communication  creativity azure project management
7.88,data analysis  python,cybersecurity,Ethical Hacker,30.0,Male,Amalapuram,B.Sc,Mechanical,Graduate,time management  creativity,"Hindi, English",azure,Remote,Creative,Startup Experience,Employee of the Month,leadership,Yes,data analysis  python cybersecurity time management  creativity azure leadership
8.998000000000001,javascript  html/css,software development,Full Stack Developer,18.0,Other,Bangalore,M.Sc,Civil,Graduate,leadership  time management,"Hindi, Tamil",unknown,Hybrid,Analytical,Research Assistant,Unknown,leadership,No,javascript  html/css software development leadership  time management unknown leadership
5.847,html/css  java,ai/ml,Machine Learning Engineer,18.0,Female,Mumbai,MCA,EEE,Graduate,teamwork  problem solving  leadership,"English, Telugu",unknown,Office,Creative,Research Assistant,Top Performer,project management,Yes,html/css  java ai/ml teamwork  problem solving  leadership unknown project management
5.517,data analysis,management,Business Manager,26.0,Male,Chennai,B.Tech,Mechanical,Student,teamwork  problem solving,"Telugu, English",unknown,Field Work,Analytical,Internship at XYZ,Top Performer,problem solving,No,data analysis management teamwork  problem solving unknown problem solving
9.51,python,design,Graphic Designer,26.0,Female,Amalapuram,M.Tech,Commerce,Working Professional,communication  teamwork  creativity,Marathi,azure  data science,Remote,Technical,Internship at XYZ,Published Paper,project management,Yes,python design communication  teamwork  creativity azure  data science project management
5.741,python  data analysis  html/css,ai/ml,AI Researcher,28.0,Female,Hyderabad,12th,BBA,Graduate,problem solving  leadership  time management,"English, Telugu",gcp  azure,Field Work,Social,Startup Experience,Published Paper,programming,No,python  data analysis  html/css ai/ml problem solving  leadership  time management gcp  azure programming
7.828,c++,management,Project Manager,24.0,Female,Mumbai,M.Tech,IT,Working Professional,communication  creativity,"Tamil, Marathi",unknown,Remote,Social,Unknown,Awarded Best Project,leadership,No,c++ management communication  creativity unknown leadership
7.003,html/css  python,cybersecurity,Security Engineer,19.0,Female,Bangalore,MCA,EEE,Student,time management  creativity  teamwork,Telugu,gcp,Remote,Analytical,Freelance Project,Published Paper,project management,No,html/css  python cybersecurity time management  creativity  teamwork gcp project management
8.540000000000001,sql  react  c++,marketing,Digital Marketing Specialist,24.0,Other,Delhi,M.Sc,CSE,Student,time management,Hindi,python,Hybrid,Analytical,Internship at XYZ,Top Performer,project management,No,sql  react  c++ marketing time management python project management
9.11,java,data science,Data Scientist,23.0,Other,Pune,M.Sc,BBA,Graduate,creativity,Marathi,aws,Hybrid,Analytical,Startup Experience,Hackathon Winner,leadership,No,java data science creativity aws leadership
9.266,data analysis  java,marketing,SEO Analyst,27.0,Female,Vizag,MBA,Mechanical,Student,time management  leadership  teamwork,"Telugu, Hindi",unknown,Remote,Creative,Unknown,Published Paper,data analysis,Yes,data analysis  java marketing time management  leadership  teamwork unknown data analysis
5.946,c++  html/css,cybersecurity,Cybersecurity Analyst,28.0,Female,Amalapuram,MBA,ECE,Student,communication  creativity  leadership,"Telugu, Marathi",full stack development  machine learning,Field Work,Social,Freelance Project,Unknown,teamwork,Yes,c++  html/css cybersecurity communication  creativity  leadership full stack development  machine learning teamwork
7.624,node.js  java,software development,Backend Developer,29.0,Other,Vizag,12th,IT,Working Professional,time management,"Tamil, Marathi",full stack development,Remote,Social,Research Assistant,Unknown,teamwork,Yes,node.js  java software development time management full stack development teamwork
6.734,react  python  java,data science,Business Analyst,23.0,Other,Bangalore,12th,Civil,Graduate,teamwork,Hindi,unknown,Hybrid,Social,Internship at XYZ,Awarded Best Project,problem solving,No,react  python  java data science teamwork unknown problem solving
5.39,node.js  data analysis  html/css,marketing,Marketing Executive,28.0,Male,Bangalore,10th,IT,Working Professional,leadership  time management  creativity,"English, Tamil",unknown,Office,Analytical,Research Assistant,Unknown,project management,Yes,node.js  data analysis  html/css marketing leadership  time management  creativity unknown project management
